filename,reference_id,kadid_distortion_type,kadid_distortion_level,dmos,quality_score,blur,underexposure,overexposure,noise,corruption
I01_15_02.png,I01,Denoise,2,2.63,40.75,0,0,0,0,0
I01_15_03.png,I01,Denoise,3,1.77,19.25,0,0,0,1,0
I01_15_04.png,I01,Denoise,4,1.4,10.0,0,0,0,1,0
I01_15_05.png,I01,Denoise,5,1.33,8.25,0,0,0,1,1
I01_01_01.png,I01,Gaussian blur,1,4.57,89.25,0,0,0,0,0
I01_01_02.png,I01,Gaussian blur,2,4.33,83.25,0,0,0,0,0
I01_01_03.png,I01,Gaussian blur,3,2.67,41.75,1,0,0,0,0
I01_01_04.png,I01,Gaussian blur,4,1.67,16.75,1,0,0,0,0
I01_01_05.png,I01,Gaussian blur,5,1.1,2.5,1,0,0,0,1
I01_24_01.png,I01,High sharpen,1,3.57,64.25,0,0,0,0,0
I01_24_02.png,I01,High sharpen,2,2.5,37.5,0,0,0,0,0
I01_24_03.png,I01,High sharpen,3,1.87,21.75,0,0,0,0,0
I01_24_04.png,I01,High sharpen,4,1.6,15.0,0,0,0,0,0
I01_24_05.png,I01,High sharpen,5,1.4,10.0,0,0,0,0,1
I01_13_01.png,I01,Impulse noise,1,3.67,66.75,0,0,0,0,0
I01_13_02.png,I01,Impulse noise,2,2.87,46.75,0,0,0,0,0
I01_13_03.png,I01,Impulse noise,3,2.6,40.0,0,0,0,1,0
I01_13_04.png,I01,Impulse noise,4,2.07,26.75,0,0,0,1,0
I01_13_05.png,I01,Impulse noise,5,2.03,25.75,0,0,0,1,1
I01_10_01.png,I01,JPEG,1,4.37,84.25,0,0,0,0,0
I01_10_02.png,I01,JPEG,2,3.93,73.25,0,0,0,0,0
I01_10_03.png,I01,JPEG,3,3.77,69.25,0,0,0,0,1
I01_10_04.png,I01,JPEG,4,1.58,14.5,0,0,0,0,1
I01_10_05.png,I01,JPEG,5,1.17,4.25,0,0,0,0,1
I01_09_01.png,I01,JPEG2000,1,4.6,90.0,0,0,0,0,0
I01_09_02.png,I01,JPEG2000,2,4.67,91.75,0,0,0,0,0
I01_09_03.png,I01,JPEG2000,3,4.4,85.0,0,0,0,0,1
I01_09_04.png,I01,JPEG2000,4,2.9,47.5,0,0,0,0,1
I01_09_05.png,I01,JPEG2000,5,1.37,9.25,0,0,0,0,1
I01_19_01.png,I01,Jitter,1,4.53,88.25,0,0,0,0,0
I01_19_02.png,I01,Jitter,2,3.93,73.25,0,0,0,0,0
I01_19_03.png,I01,Jitter,3,2.77,44.25,0,0,0,0,0
I01_19_04.png,I01,Jitter,4,1.53,13.25,0,0,0,0,0
I01_19_05.png,I01,Jitter,5,1.37,9.25,0,0,0,0,1
I01_02_01.png,I01,Lens blur,1,3.83,70.75,0,0,0,0,0
I01_02_02.png,I01,Lens blur,2,2.27,31.75,0,0,0,0,0
I01_02_03.png,I01,Lens blur,3,1.53,13.25,1,0,0,0,0
I01_02_04.png,I01,Lens blur,4,1.23,5.75,1,0,0,0,0
I01_02_05.png,I01,Lens blur,5,1.2,5.0,1,0,0,0,1
I01_18_01.png,I01,Mean shift,1,4.5,87.5,0,0,0,0,0
I01_18_02.png,I01,Mean shift,2,4.57,89.25,0,0,0,0,0
I01_18_03.png,I01,Mean shift,3,4.57,89.25,0,0,0,0,0
I01_18_04.png,I01,Mean shift,4,4.37,84.25,0,0,0,0,0
I01_18_05.png,I01,Mean shift,5,3.97,74.25,0,0,0,0,1
I01_03_01.png,I01,Motion blur,1,4.73,93.25,0,0,0,0,0
I01_03_02.png,I01,Motion blur,2,3.97,74.25,0,0,0,0,0
I01_03_03.png,I01,Motion blur,3,2.7,42.5,1,0,0,0,0
I01_03_04.png,I01,Motion blur,4,2.03,25.75,1,0,0,0,0
I01_03_05.png,I01,Motion blur,5,1.5,12.5,1,0,0,0,1
I01_14_01.png,I01,Multiplicative noise,1,4.57,89.25,0,0,0,0,0
I01_14_02.png,I01,Multiplicative noise,2,3.57,64.25,0,0,0,0,0
I01_14_03.png,I01,Multiplicative noise,3,3.13,53.25,0,0,0,1,0
I01_14_04.png,I01,Multiplicative noise,4,2.5,37.5,0,0,0,1,0
I01_14_05.png,I01,Multiplicative noise,5,2.27,31.75,0,0,0,1,1
I01_20_01.png,I01,Non-eccentricity patch,1,4.53,88.25,0,0,0,0,0
I01_20_02.png,I01,Non-eccentricity patch,2,3.9,72.5,0,0,0,0,0
I01_20_03.png,I01,Non-eccentricity patch,3,4.0,75.0,0,0,0,0,0
I01_20_04.png,I01,Non-eccentricity patch,4,3.33,58.25,0,0,0,0,0
I01_20_05.png,I01,Non-eccentricity patch,5,3.23,55.75,0,0,0,0,1
I01_21_01.png,I01,Pixelate,1,3.37,59.25,0,0,0,0,0
I01_21_02.png,I01,Pixelate,2,2.57,39.25,0,0,0,0,0
I01_21_03.png,I01,Pixelate,3,2.03,25.75,0,0,0,0,0
I01_21_04.png,I01,Pixelate,4,2.13,28.25,0,0,0,0,0
I01_21_05.png,I01,Pixelate,5,1.43,10.75,0,0,0,0,1
I01_22_01.png,I01,Quantization,1,4.63,90.75,0,0,0,0,0
I01_22_02.png,I01,Quantization,2,4.0,75.0,0,0,0,0,0
I01_22_03.png,I01,Quantization,3,4.0,75.0,0,0,0,0,0
I01_22_04.png,I01,Quantization,4,3.2,55.0,0,0,0,0,0
I01_22_05.png,I01,Quantization,5,2.2,30.0,0,0,0,0,1
I01_11_01.png,I01,White noise,1,4.03,75.75,0,0,0,0,0
I01_11_02.png,I01,White noise,2,3.27,56.75,0,0,0,0,0
I01_11_03.png,I01,White noise,3,2.67,41.75,0,0,0,1,0
I01_11_04.png,I01,White noise,4,2.27,31.75,0,0,0,1,0
I01_11_05.png,I01,White noise,5,2.37,34.25,0,0,0,1,1
I01_12_01.png,I01,White noise in color component,1,4.43,85.75,0,0,0,0,0
I01_12_02.png,I01,White noise in color component,2,3.7,67.5,0,0,0,0,0
I01_12_03.png,I01,White noise in color component,3,2.77,44.25,0,0,0,1,0
I01_12_04.png,I01,White noise in color component,4,2.37,34.25,0,0,0,1,0
I01_12_05.png,I01,White noise in color component,5,1.97,24.25,0,0,0,1,1
I01.png,I01,none,0,,100.0,0,0,0,0,0
I02_16_01.png,I02,Brighten,1,4.4,85.0,0,0,0,0,0
I02_16_02.png,I02,Brighten,2,4.4,85.0,0,0,0,0,0
I02_16_03.png,I02,Brighten,3,3.77,69.25,0,0,1,0,0
I02_16_04.png,I02,Brighten,4,2.9,47.5,0,0,1,0,0
I02_16_05.png,I02,Brighten,5,1.83,20.75,0,0,1,0,1
I02_23_01.png,I02,Color block,1,2.1,27.5,0,0,0,0,0
I02_23_02.png,I02,Color block,2,2.7,42.5,0,0,0,0,0
I02_23_03.png,I02,Color block,3,2.27,31.75,0,0,0,0,1
I02_23_04.png,I02,Color block,4,2.2,30.0,0,0,0,0,1
I02_23_05.png,I02,Color block,5,2.07,26.75,0,0,0,0,1
I02_04_01.png,I02,Color diffusion,1,4.3,82.5,0,0,0,0,0
I02_04_02.png,I02,Color diffusion,2,2.67,41.75,0,0,0,0,0
I02_04_03.png,I02,Color diffusion,3,1.87,21.75,0,0,0,0,0
I02_04_04.png,I02,Color diffusion,4,1.77,19.25,0,0,0,0,0
I02_04_05.png,I02,Color diffusion,5,1.53,13.25,0,0,0,0,1
I02_06_01.png,I02,Color quantization,1,4.2,80.0,0,0,0,0,0
I02_06_02.png,I02,Color quantization,2,4.07,76.75,0,0,0,0,0
I02_06_03.png,I02,Color quantization,3,3.97,74.25,0,0,0,0,1
I02_06_04.png,I02,Color quantization,4,3.7,67.5,0,0,0,0,1
I02_06_05.png,I02,Color quantization,5,2.63,40.75,0,0,0,0,1
I02_07_01.png,I02,Color saturation 1,1,2.47,36.75,0,0,0,0,0
I02_07_02.png,I02,Color saturation 1,2,2.37,34.25,0,0,0,0,0
I02_07_03.png,I02,Color saturation 1,3,2.06,26.5,0,0,0,0,0
I02_07_04.png,I02,Color saturation 1,4,1.97,24.25,0,0,0,0,0
I02_07_05.png,I02,Color saturation 1,5,1.53,13.25,0,0,0,0,1
I02_08_01.png,I02,Color saturation 2,1,4.4,85.0,0,0,0,0,0
I02_08_02.png,I02,Color saturation 2,2,3.4,60.0,0,0,0,0,0
I02_08_03.png,I02,Color saturation 2,3,3.06,51.5,0,0,0,0,0
I02_08_04.png,I02,Color saturation 2,4,1.97,24.25,0,0,0,0,0
I02_08_05.png,I02,Color saturation 2,5,1.37,9.25,0,0,0,0,1
I02_05_01.png,I02,Color shift,1,3.77,69.25,0,0,0,0,0
I02_05_02.png,I02,Color shift,2,1.8,20.0,0,0,0,0,0
I02_05_03.png,I02,Color shift,3,1.33,8.25,0,0,0,0,0
I02_05_04.png,I02,Color shift,4,1.37,9.25,0,0,0,0,0
I02_05_05.png,I02,Color shift,5,1.47,11.75,0,0,0,0,1
I02_25_01.png,I02,Contrast change,1,3.37,59.25,0,0,0,0,0
I02_25_02.png,I02,Contrast change,2,3.7,67.5,0,0,0,0,0
I02_25_03.png,I02,Contrast change,3,4.27,81.75,0,0,0,0,0
I02_25_04.png,I02,Contrast change,4,4.1,77.5,0,0,0,0,0
I02_25_05.png,I02,Contrast change,5,3.33,58.25,0,0,0,0,1
I02_17_01.png,I02,Darken,1,4.5,87.5,0,0,0,0,0
I02_17_02.png,I02,Darken,2,4.63,90.75,0,0,0,0,0
I02_17_03.png,I02,Darken,3,4.33,83.25,0,1,0,0,0
I02_17_04.png,I02,Darken,4,3.63,65.75,0,1,0,0,0
I02_17_05.png,I02,Darken,5,1.9,22.5,0,1,0,0,1
I02_15_01.png,I02,Denoise,1,3.57,64.25,0,0,0,0,0
I02_15_02.png,I02,Denoise,2,2.77,44.25,0,0,0,0,0
I02_15_03.png,I02,Denoise,3,2.03,25.75,0,0,0,1,0
I02_15_04.png,I02,Denoise,4,1.5,12.5,0,0,0,1,0
I02_15_05.png,I02,Denoise,5,1.5,12.5,0,0,0,1,1
I02_01_01.png,I02,Gaussian blur,1,4.5,87.5,0,0,0,0,0
I02_01_02.png,I02,Gaussian blur,2,4.17,79.25,0,0,0,0,0
I02_01_03.png,I02,Gaussian blur,3,2.07,26.75,1,0,0,0,0
I02_01_04.png,I02,Gaussian blur,4,1.57,14.25,1,0,0,0,0
I02_01_05.png,I02,Gaussian blur,5,1.27,6.75,1,0,0,0,1
I02_24_01.png,I02,High sharpen,1,3.07,51.75,0,0,0,0,0
I02_24_02.png,I02,High sharpen,2,1.93,23.25,0,0,0,0,0
I02_24_03.png,I02,High sharpen,3,1.47,11.75,0,0,0,0,0
I02_24_04.png,I02,High sharpen,4,1.23,5.75,0,0,0,0,0
I02_24_05.png,I02,High sharpen,5,1.2,5.0,0,0,0,0,1
I02_13_01.png,I02,Impulse noise,1,4.2,80.0,0,0,0,0,0
I02_13_02.png,I02,Impulse noise,2,3.33,58.25,0,0,0,0,0
I02_13_03.png,I02,Impulse noise,3,2.73,43.25,0,0,0,1,0
I02_13_04.png,I02,Impulse noise,4,2.53,38.25,0,0,0,1,0
I02_13_05.png,I02,Impulse noise,5,1.97,24.25,0,0,0,1,1
I02_10_01.png,I02,JPEG,1,4.6,90.0,0,0,0,0,0
I02_10_02.png,I02,JPEG,2,4.33,83.25,0,0,0,0,0
I02_10_03.png,I02,JPEG,3,4.13,78.25,0,0,0,0,1
I02_10_04.png,I02,JPEG,4,2.6,40.0,0,0,0,0,1
I02_10_05.png,I02,JPEG,5,1.6,15.0,0,0,0,0,1
I02_09_01.png,I02,JPEG2000,1,4.57,89.25,0,0,0,0,0
I02_09_02.png,I02,JPEG2000,2,3.73,68.25,0,0,0,0,0
I02_09_03.png,I02,JPEG2000,3,3.07,51.75,0,0,0,0,1
I02_09_04.png,I02,JPEG2000,4,1.53,13.25,0,0,0,0,1
I02_09_05.png,I02,JPEG2000,5,1.27,6.75,0,0,0,0,1
I02_19_01.png,I02,Jitter,1,4.17,79.25,0,0,0,0,0
I02_19_02.png,I02,Jitter,2,4.0,75.0,0,0,0,0,0
I02_19_03.png,I02,Jitter,3,3.23,55.75,0,0,0,0,0
I02_19_04.png,I02,Jitter,4,1.57,14.25,0,0,0,0,0
I02_19_05.png,I02,Jitter,5,1.3,7.5,0,0,0,0,1
I02_02_01.png,I02,Lens blur,1,3.2,55.0,0,0,0,0,0
I02_02_02.png,I02,Lens blur,2,2.27,31.75,0,0,0,0,0
I02_02_03.png,I02,Lens blur,3,1.57,14.25,1,0,0,0,0
I02_02_04.png,I02,Lens blur,4,1.17,4.25,1,0,0,0,0
I02_02_05.png,I02,Lens blur,5,1.0,0.0,1,0,0,0,1
I02_18_01.png,I02,Mean shift,1,4.13,78.25,0,0,0,0,0
I02_18_02.png,I02,Mean shift,2,4.63,90.75,0,0,0,0,0
I02_18_03.png,I02,Mean shift,3,4.73,93.25,0,0,0,0,0
I02_18_04.png,I02,Mean shift,4,4.33,83.25,0,0,0,0,0
I02_18_05.png,I02,Mean shift,5,4.03,75.75,0,0,0,0,1
I02_03_01.png,I02,Motion blur,1,4.6,90.0,0,0,0,0,0
I02_03_02.png,I02,Motion blur,2,3.77,69.25,0,0,0,0,0
I02_03_03.png,I02,Motion blur,3,2.33,33.25,1,0,0,0,0
I02_03_04.png,I02,Motion blur,4,1.8,20.0,1,0,0,0,0
I02_03_05.png,I02,Motion blur,5,1.2,5.0,1,0,0,0,1
I02_14_01.png,I02,Multiplicative noise,1,4.33,83.25,0,0,0,0,0
I02_14_02.png,I02,Multiplicative noise,2,3.37,59.25,0,0,0,0,0
I02_14_03.png,I02,Multiplicative noise,3,2.7,42.5,0,0,0,1,0
I02_14_04.png,I02,Multiplicative noise,4,2.33,33.25,0,0,0,1,0
I02_14_05.png,I02,Multiplicative noise,5,2.0,25.0,0,0,0,1,1
I02_20_01.png,I02,Non-eccentricity patch,1,4.5,87.5,0,0,0,0,0
I02_20_02.png,I02,Non-eccentricity patch,2,4.47,86.75,0,0,0,0,0
I02_20_03.png,I02,Non-eccentricity patch,3,4.4,85.0,0,0,0,0,0
I02_20_04.png,I02,Non-eccentricity patch,4,3.83,70.75,0,0,0,0,0
I02_20_05.png,I02,Non-eccentricity patch,5,4.4,85.0,0,0,0,0,1
I02_21_01.png,I02,Pixelate,1,4.2,80.0,0,0,0,0,0
I02_21_02.png,I02,Pixelate,2,3.23,55.75,0,0,0,0,0
I02_21_03.png,I02,Pixelate,3,3.13,53.25,0,0,0,0,0
I02_21_04.png,I02,Pixelate,4,2.67,41.75,0,0,0,0,0
I02_21_05.png,I02,Pixelate,5,1.37,9.25,0,0,0,0,1
I02_22_01.png,I02,Quantization,1,4.73,93.25,0,0,0,0,0
I02_22_02.png,I02,Quantization,2,4.26,81.5,0,0,0,0,0
I02_22_03.png,I02,Quantization,3,4.4,85.0,0,0,0,0,0
I02_22_04.png,I02,Quantization,4,3.93,73.25,0,0,0,0,0
I02_22_05.png,I02,Quantization,5,3.2,55.0,0,0,0,0,1
I02_11_01.png,I02,White noise,1,4.27,81.75,0,0,0,0,0
I02_11_02.png,I02,White noise,2,3.7,67.5,0,0,0,0,0
I02_11_03.png,I02,White noise,3,3.4,60.0,0,0,0,1,0
I02_11_04.png,I02,White noise,4,2.73,43.25,0,0,0,1,0
I02_11_05.png,I02,White noise,5,2.3,32.5,0,0,0,1,1
I02_12_01.png,I02,White noise in color component,1,4.63,90.75,0,0,0,0,0
I02_12_02.png,I02,White noise in color component,2,4.06,76.5,0,0,0,0,0
I02_12_03.png,I02,White noise in color component,3,3.67,66.75,0,0,0,1,0
I02_12_04.png,I02,White noise in color component,4,2.6,40.0,0,0,0,1,0
I02_12_05.png,I02,White noise in color component,5,2.37,34.25,0,0,0,1,1
I02.png,I02,none,0,,100.0,0,0,0,0,0
I03_16_01.png,I03,Brighten,1,4.37,84.25,0,0,0,0,0
I03_16_02.png,I03,Brighten,2,4.27,81.75,0,0,0,0,0
I03_16_03.png,I03,Brighten,3,2.87,46.75,0,0,1,0,0
I03_16_04.png,I03,Brighten,4,2.3,32.5,0,0,1,0,0
I03_16_05.png,I03,Brighten,5,1.4,10.0,0,0,1,0,1
I03_23_01.png,I03,Color block,1,3.2,55.0,0,0,0,0,0
I03_23_02.png,I03,Color block,2,2.3,32.5,0,0,0,0,0
I03_23_03.png,I03,Color block,3,2.47,36.75,0,0,0,0,1
I03_23_04.png,I03,Color block,4,2.1,27.5,0,0,0,0,1
I03_23_05.png,I03,Color block,5,2.2,30.0,0,0,0,0,1
I03_04_01.png,I03,Color diffusion,1,4.6,90.0,0,0,0,0,0
I03_04_02.png,I03,Color diffusion,2,2.9,47.5,0,0,0,0,0
I03_04_03.png,I03,Color diffusion,3,1.53,13.25,0,0,0,0,0
I03_04_04.png,I03,Color diffusion,4,1.2,5.0,0,0,0,0,0
I03_04_05.png,I03,Color diffusion,5,1.1,2.5,0,0,0,0,1
I03_06_01.png,I03,Color quantization,1,4.0,75.0,0,0,0,0,0
I03_06_02.png,I03,Color quantization,2,3.8,70.0,0,0,0,0,0
I03_06_03.png,I03,Color quantization,3,3.33,58.25,0,0,0,0,1
I03_06_04.png,I03,Color quantization,4,2.83,45.75,0,0,0,0,1
I03_06_05.png,I03,Color quantization,5,1.77,19.25,0,0,0,0,1
I03_07_01.png,I03,Color saturation 1,1,2.37,34.25,0,0,0,0,0
I03_07_02.png,I03,Color saturation 1,2,1.67,16.75,0,0,0,0,0
I03_07_03.png,I03,Color saturation 1,3,1.43,10.75,0,0,0,0,0
I03_07_04.png,I03,Color saturation 1,4,1.53,13.25,0,0,0,0,0
I03_07_05.png,I03,Color saturation 1,5,1.47,11.75,0,0,0,0,1
I03_08_01.png,I03,Color saturation 2,1,4.53,88.25,0,0,0,0,0
I03_08_02.png,I03,Color saturation 2,2,3.13,53.25,0,0,0,0,0
I03_08_03.png,I03,Color saturation 2,3,2.47,36.75,0,0,0,0,0
I03_08_04.png,I03,Color saturation 2,4,1.37,9.25,0,0,0,0,0
I03_08_05.png,I03,Color saturation 2,5,1.23,5.75,0,0,0,0,1
I03_05_01.png,I03,Color shift,1,4.78,94.5,0,0,0,0,0
I03_05_02.png,I03,Color shift,2,2.65,41.25,0,0,0,0,0
I03_05_03.png,I03,Color shift,3,2.0,25.0,0,0,0,0,0
I03_05_04.png,I03,Color shift,4,1.87,21.75,0,0,0,0,0
I03_05_05.png,I03,Color shift,5,2.23,30.75,0,0,0,0,1
I03_25_01.png,I03,Contrast change,1,3.67,66.75,0,0,0,0,0
I03_25_02.png,I03,Contrast change,2,3.84,71.0,0,0,0,0,0
I03_25_03.png,I03,Contrast change,3,4.63,90.75,0,0,0,0,0
I03_25_04.png,I03,Contrast change,4,4.4,85.0,0,0,0,0,0
I03_25_05.png,I03,Contrast change,5,3.67,66.75,0,0,0,0,1
I03_17_01.png,I03,Darken,1,4.5,87.5,0,0,0,0,0
I03_17_02.png,I03,Darken,2,4.63,90.75,0,0,0,0,0
I03_17_03.png,I03,Darken,3,4.4,85.0,0,1,0,0,0
I03_17_04.png,I03,Darken,4,3.67,66.75,0,1,0,0,0
I03_17_05.png,I03,Darken,5,2.77,44.25,0,1,0,0,1
I03_15_01.png,I03,Denoise,1,4.13,78.25,0,0,0,0,0
I03_15_02.png,I03,Denoise,2,3.3,57.5,0,0,0,0,0
I03_15_03.png,I03,Denoise,3,2.53,38.25,0,0,0,1,0
I03_15_04.png,I03,Denoise,4,1.9,22.5,0,0,0,1,0
I03_15_05.png,I03,Denoise,5,1.43,10.75,0,0,0,1,1
I03_01_01.png,I03,Gaussian blur,1,4.7,92.5,0,0,0,0,0
I03_01_02.png,I03,Gaussian blur,2,4.63,90.75,0,0,0,0,0
I03_01_03.png,I03,Gaussian blur,3,3.0,50.0,1,0,0,0,0
I03_01_04.png,I03,Gaussian blur,4,1.83,20.75,1,0,0,0,0
I03_01_05.png,I03,Gaussian blur,5,1.17,4.25,1,0,0,0,1
I03_24_01.png,I03,High sharpen,1,3.67,66.75,0,0,0,0,0
I03_24_02.png,I03,High sharpen,2,2.47,36.75,0,0,0,0,0
I03_24_03.png,I03,High sharpen,3,1.9,22.5,0,0,0,0,0
I03_24_04.png,I03,High sharpen,4,1.4,10.0,0,0,0,0,0
I03_24_05.png,I03,High sharpen,5,1.13,3.25,0,0,0,0,1
I03_13_01.png,I03,Impulse noise,1,4.4,85.0,0,0,0,0,0
I03_13_02.png,I03,Impulse noise,2,3.57,64.25,0,0,0,0,0
I03_13_03.png,I03,Impulse noise,3,2.83,45.75,0,0,0,1,0
I03_13_04.png,I03,Impulse noise,4,2.3,32.5,0,0,0,1,0
I03_13_05.png,I03,Impulse noise,5,2.4,35.0,0,0,0,1,1
I03_10_01.png,I03,JPEG,1,4.47,86.75,0,0,0,0,0
I03_10_02.png,I03,JPEG,2,4.17,79.25,0,0,0,0,0
I03_10_03.png,I03,JPEG,3,3.7,67.5,0,0,0,0,1
I03_10_04.png,I03,JPEG,4,2.23,30.75,0,0,0,0,1
I03_10_05.png,I03,JPEG,5,1.53,13.25,0,0,0,0,1
I03_09_01.png,I03,JPEG2000,1,4.4,85.0,0,0,0,0,0
I03_09_02.png,I03,JPEG2000,2,3.6,65.0,0,0,0,0,0
I03_09_03.png,I03,JPEG2000,3,3.1,52.5,0,0,0,0,1
I03_09_04.png,I03,JPEG2000,4,1.77,19.25,0,0,0,0,1
I03_09_05.png,I03,JPEG2000,5,1.1,2.5,0,0,0,0,1
I03_19_01.png,I03,Jitter,1,4.17,79.25,0,0,0,0,0
I03_19_02.png,I03,Jitter,2,3.33,58.25,0,0,0,0,0
I03_19_03.png,I03,Jitter,3,3.17,54.25,0,0,0,0,0
I03_19_04.png,I03,Jitter,4,1.77,19.25,0,0,0,0,0
I03_19_05.png,I03,Jitter,5,1.37,9.25,0,0,0,0,1
I03_02_01.png,I03,Lens blur,1,4.03,75.75,0,0,0,0,0
I03_02_02.png,I03,Lens blur,2,2.7,42.5,0,0,0,0,0
I03_02_03.png,I03,Lens blur,3,1.7,17.5,1,0,0,0,0
I03_02_04.png,I03,Lens blur,4,1.47,11.75,1,0,0,0,0
I03_02_05.png,I03,Lens blur,5,1.23,5.75,1,0,0,0,1
I03_18_01.png,I03,Mean shift,1,4.23,80.75,0,0,0,0,0
I03_18_02.png,I03,Mean shift,2,4.73,93.25,0,0,0,0,0
I03_18_03.png,I03,Mean shift,3,4.5,87.5,0,0,0,0,0
I03_18_04.png,I03,Mean shift,4,4.47,86.75,0,0,0,0,0
I03_18_05.png,I03,Mean shift,5,4.2,80.0,0,0,0,0,1
I03_03_01.png,I03,Motion blur,1,4.6,90.0,0,0,0,0,0
I03_03_02.png,I03,Motion blur,2,4.37,84.25,0,0,0,0,0
I03_03_03.png,I03,Motion blur,3,2.93,48.25,1,0,0,0,0
I03_03_04.png,I03,Motion blur,4,2.23,30.75,1,0,0,0,0
I03_03_05.png,I03,Motion blur,5,1.63,15.75,1,0,0,0,1
I03_14_01.png,I03,Multiplicative noise,1,4.4,85.0,0,0,0,0,0
I03_14_02.png,I03,Multiplicative noise,2,3.5,62.5,0,0,0,0,0
I03_14_03.png,I03,Multiplicative noise,3,3.03,50.75,0,0,0,1,0
I03_14_04.png,I03,Multiplicative noise,4,2.53,38.25,0,0,0,1,0
I03_14_05.png,I03,Multiplicative noise,5,2.17,29.25,0,0,0,1,1
I03_20_01.png,I03,Non-eccentricity patch,1,4.37,84.25,0,0,0,0,0
I03_20_02.png,I03,Non-eccentricity patch,2,4.67,91.75,0,0,0,0,0
I03_20_03.png,I03,Non-eccentricity patch,3,4.23,80.75,0,0,0,0,0
I03_20_04.png,I03,Non-eccentricity patch,4,4.17,79.25,0,0,0,0,0
I03_20_05.png,I03,Non-eccentricity patch,5,3.63,65.75,0,0,0,0,1
I03_21_01.png,I03,Pixelate,1,3.97,74.25,0,0,0,0,0
I03_21_02.png,I03,Pixelate,2,2.8,45.0,0,0,0,0,0
I03_21_03.png,I03,Pixelate,3,2.73,43.25,0,0,0,0,0
I03_21_04.png,I03,Pixelate,4,2.87,46.75,0,0,0,0,0
I03_21_05.png,I03,Pixelate,5,1.39,9.75,0,0,0,0,1
I03_22_01.png,I03,Quantization,1,4.4,85.0,0,0,0,0,0
